id;money;avg_salary;sal_cat;cat_exp;last_job_diff_cat;save_date_diff_cat;kmeans
167606;26000;19255.322204047996;8.0;1;1;1;3
167679;41974;54889.546351084806;4.0;3;5;3;4
167687;30000;37349.135802469136;4.0;2;2;1;2
167715;12010;18596.380952380954;4.0;1;1;1;1
167717;25000;37625.565551576554;4.0;2;1;2;2
167752;32105;43933.518005540165;4.0;3;4;3;4
167765;40000;43474.87550928022;6.0;3;3;3;4
167797;45299;59529.82966501137;4.0;3;2;1;2
167799;45471;64161.21299500194;4.0;3;4;3;4
167827;45000;56807.66044313015;4.0;3;3;2;3
167843;40000;63771.36651805926;4.0;3;1;2;2
167855;120000;63771.36651805926;10.0;3;4;2;5
167860;30000;56807.66044313015;2.0;3;1;3;2
167888;57625;77394.04075355633;4.0;3;3;2;3
167900;25000;62009.154993018325;2.0;2;3;1;2
167910;35000;49169.28332556673;4.0;2;4;1;3
167917;39878;49169.28332556673;4.0;2;2;2;2
167919;50000;67806.640625;4.0;3;3;2;3
167928;39878;49169.28332556673;4.0;2;3;3;3
167930;52990;67007.1135067638;4.0;3;3;3;3
167938;45000;52330.83681581464;6.0;3;1;2;3
167955;45000;68347.44268077602;4.0;2;3;2;3
167985;30000;46296.29629629629;4.0;3;5;3;4
167988;35000;20704.965096890544;10.0;2;3;3;5
168023;31716;41381.57034354409;4.0;3;3;3;3
168035;65000;38718.75;10.0;3;3;3;5
168039;30000;35255.189035916825;6.0;3;1;3;3
168048;30745;38594.38660027162;4.0;3;5;1;3
168067;250000;76263.48544429203;10.0;3;3;3;5
168100;53547;76263.48544429203;4.0;3;3;3;3
168122;35000;60228.93074081988;4.0;3;3;3;3
168133;43179;66429.98027613411;4.0;2;2;3;3
168164;130000;57294.47244094488;10.0;3;1;2;4
168172;70000;34079.33884297521;10.0;3;2;3;5
168186;35000;33218.239819853625;6.0;3;1;1;3
168207;30000;16750.508582326773;10.0;1;1;1;3
168208;50000;56247.59707804691;6.0;2;3;2;3
168227;35000;36758.680555555555;6.0;3;4;3;4
168236;43833;55426.984126984134;4.0;3;5;3;4
168260;33225;42942.5;4.0;2;3;1;2
168281;65000;32266.666666666668;10.0;2;3;2;5
168298;13052;19740.405977977156;4.0;1;1;1;1
168352;200000;41978.305785123965;10.0;2;4;3;5
168394;40000;70899.10958448754;4.0;2;1;2;2
168417;49403;62134.87883940907;4.0;3;3;3;3
168419;45000;48972.812654473564;6.0;3;3;1;3
168435;60000;31476.38448770183;10.0;3;3;3;5
168475;25000;23625.0;6.0;2;1;3;3
168490;30000;34954.1015625;6.0;2;3;2;3
168509;40000;37812.452184179456;6.0;2;3;1;3
168510;35000;31476.38448770183;6.0;2;1;2;3
168518;25000;31476.38448770183;4.0;2;2;1;2
168527;35000;39503.84733764235;6.0;3;5;3;5
168535;20000;15488.555628124856;8.0;1;1;1;3
168545;80000;33950.581717451525;10.0;3;3;3;5
168572;22733;30735.555555555555;4.0;3;3;3;3
168576;25000;39874.26035502958;4.0;1;3;3;3
168615;54136;75239.29905199655;4.0;2;3;3;3
168682;27000;45154.28571428572;4.0;3;2;3;3
168684;70000;34595.70623870762;10.0;3;3;3;5
168695;10097;16124.967160818163;4.0;1;1;1;1
168702;120000;42421.84267110228;10.0;3;2;3;5
168714;60000;42421.84267110228;8.0;3;3;3;5
168750;80000;47812.5;10.0;3;5;2;5
168751;45000;40873.69759367631;6.0;2;1;2;3
168770;70000;31546.753543667128;10.0;3;2;3;5
168788;100000;80778.94518917239;8.0;2;3;3;4
168797;26288;35644.92961792589;4.0;3;4;1;3
168798;42000;38848.77126654064;6.0;2;3;2;3
168804;45000;52219.023188046376;6.0;3;3;3;4
168823;35000;38848.77126654064;6.0;2;1;2;3
168829;30000;18673.268484144304;10.0;2;3;1;4
168842;70000;35950.413223140495;10.0;3;3;3;5
168849;80000;48000.0;10.0;3;3;1;5
168879;36098;46948.61171439072;4.0;3;5;3;4
168880;15000;17124.744462809922;6.0;1;1;1;2
168896;32759;45948.31665765279;4.0;3;3;3;3
168913;45000;64300.58850158442;4.0;2;3;3;3
168928;20000;17124.744462809922;8.0;2;1;3;4
168939;23870;35068.05293005671;4.0;2;1;3;2
168957;200000;59701.18884316416;10.0;3;1;1;4
168982;40000;59701.18884316416;4.0;3;5;1;3
168992;30000;20952.085625000003;8.0;2;1;3;4
169008;75000;40523.373220368594;10.0;2;2;1;4
169021;20000;46140.29096373198;2.0;2;3;1;2
169025;30000;38413.22314049587;4.0;3;3;3;3
169042;35000;53503.628117913824;4.0;2;3;3;3
169056;31481;43539.09465020575;4.0;3;3;3;3
169061;30000;18905.042500000003;10.0;1;1;1;3
169066;24341;30655.183935313577;4.0;2;3;2;3
169094;35000;30655.183935313577;6.0;3;5;3;5
169158;53183;70909.59595959596;4.0;3;3;3;3
169178;33618;47773.54570637118;4.0;2;2;1;2
169194;50000;44491.98452687958;6.0;2;3;3;4
169207;50000;70909.59595959596;4.0;2;4;1;3
169264;31561;44282.330279050395;4.0;3;5;3;4
169270;11053;17158.952477284125;4.0;1;1;1;1
169285;10800;10800.0;6.0;3;4;3;4
169320;20800;27456.0;4.0;2;2;3;3
169340;28367;40859.01186768792;4.0;3;3;3;3
169350;32437;40042.152767319414;4.0;2;3;3;3
169364;40000;41059.24008599838;6.0;2;3;3;4
169366;45000;47710.0;6.0;2;3;3;4
169367;40000;32199.792208223633;8.0;3;1;3;4
169382;40000;20704.965096890544;10.0;2;3;1;4
169395;40469;56878.29762654904;4.0;2;2;3;3
169401;13761;20704.965096890544;4.0;1;1;1;1
169430;31544;41059.24008599838;4.0;3;3;3;3
169454;110000;39644.97041420118;10.0;3;2;3;5
169458;26000;38011.89060642092;4.0;3;1;3;3
169467;22000;53182.079081632655;2.0;2;3;3;2
169493;40000;42005.62283737024;6.0;3;3;2;4
169503;13842;21208.718498112437;4.0;1;1;1;1
169519;65000;51047.72932778109;8.0;3;3;2;4
169540;27333;34622.22222222222;4.0;2;4;3;3
169598;10378;16405.274202271496;4.0;1;1;1;1
169670;28000;32923.67768595041;6.0;2;1;2;3
169708;23059;30608.996539792384;4.0;2;3;2;3
169734;45000;35155.188590729966;8.0;3;1;2;4
169759;37821;48523.83604366228;4.0;2;1;3;2
169788;25000;39554.328922495275;4.0;2;2;2;2
169790;20000;29623.01496598639;4.0;3;3;1;3
169822;35000;41081.25443786982;6.0;2;2;2;3
169842;80000;52040.816326530614;10.0;3;5;3;5
169861;35000;39833.79501385042;6.0;3;5;3;5
169865;60000;52040.816326530614;8.0;3;4;3;5
169880;32711;44761.7728531856;4.0;3;5;3;4
169884;47979;61759.846084201;4.0;3;4;1;3
169899;40000;52040.816326530614;4.0;3;4;3;4
169917;150000;52040.816326530614;10.0;2;4;3;5
169923;18000;44761.7728531856;2.0;2;4;1;2
169955;26017;35036.60373333333;4.0;2;2;2;2
169967;120000;44056.558313004316;10.0;3;5;3;5
169996;28679;34663.5256888889;4.0;3;3;3;3
170026;60000;35036.60373333333;10.0;3;5;3;5
170058;40000;44126.92408186965;6.0;2;3;3;4
170065;25000;44126.92408186965;4.0;2;3;2;3
170078;36160;49194.26041103299;4.0;2;3;3;3
170081;14041;21421.818240288136;4.0;1;1;1;1
170090;45000;44126.92408186965;6.0;2;4;1;3
170110;30000;36811.97285899654;4.0;2;1;2;2
170122;47000;46304.98145956608;6.0;2;3;3;4
170141;35000;48301.984877126655;4.0;3;2;3;3
170153;20000;40728.37829599147;2.0;3;5;2;3
170164;45000;49646.32832200198;6.0;3;5;3;5
170183;27000;19339.907955292576;8.0;1;1;1;3
170184;30539;38915.04451486343;4.0;2;1;2;2
170229;28313;35074.84963243484;4.0;3;5;3;4
170262;10560;16563.560047837662;4.0;2;3;3;3
170312;50000;52361.68947055325;6.0;2;3;3;4
170335;32810;48166.18379357175;4.0;3;5;3;4
170377;70000;48166.18379357175;10.0;3;3;3;5
170379;32810;48166.18379357175;4.0;2;1;3;2
170445;45000;41271.245230662505;6.0;3;5;3;5
170483;50000;41271.245230662505;8.0;3;2;2;4
170485;34134;41070.72726145453;4.0;1;3;1;2
170491;30000;38164.09300157334;4.0;3;4;2;3
170536;31238;45267.900028727374;4.0;2;3;1;2
170545;50000;45267.900028727374;6.0;2;1;3;3
170585;45939;56807.66044313015;4.0;3;3;1;3
170589;45299;59529.82966501137;4.0;3;4;3;4
170601;80000;64161.21299500194;8.0;3;3;3;5
170610;100000;56807.66044313015;10.0;3;3;3;5
170621;100000;59529.82966501137;10.0;2;2;3;5
170630;52990;67007.1135067638;4.0;3;3;3;3
170675;47747;57294.47244094488;4.0;3;4;3;4
170709;35000;28425.398860072793;8.0;2;2;2;4
170743;80000;55902.777777777774;8.0;3;5;3;5
170746;80000;49567.677682209134;10.0;3;2;3;5
170790;15000;35540.12345679013;2.0;2;3;1;2
170850;80000;75290.2325344594;6.0;3;4;3;4
170858;100000;76497.39583333333;8.0;2;3;3;4
170864;43235;63581.31487889273;4.0;3;3;2;3
170869;46384;70918.73163457743;4.0;3;4;3;4
170880;70249;111811.22113001521;4.0;3;3;3;3
170887;70000;81600.0;6.0;3;3;1;3
170888;110000;75290.2325344594;10.0;3;4;3;5
170894;80000;62440.38729346231;8.0;3;4;3;5
170922;70000;81600.0;6.0;3;4;3;4
170926;41391;65341.52684256055;4.0;3;3;3;3
170928;60000;72177.91813035273;4.0;3;5;3;4
170949;49808;73753.69822485208;4.0;3;3;3;3
170958;15000;19740.405977977156;4.0;1;1;1;1
170959;40000;33866.305705955856;8.0;3;3;3;5
170969;31993;42576.54700661428;4.0;3;4;1;3
170975;50000;42576.54700661428;8.0;3;3;3;5
170996;25000;19740.405977977156;8.0;1;1;1;3
171006;40000;55426.984126984134;4.0;3;5;3;4
171089;30000;33389.95968008461;6.0;2;3;3;4
171130;35000;44555.463359245354;4.0;2;1;2;2
171143;30000;33871.48250178553;6.0;2;3;1;3
171147;20000;19661.62143927133;6.0;1;1;1;2
171165;45000;44555.463359245354;6.0;2;2;2;3
171181;12982;19661.62143927133;4.0;1;1;1;1
171194;43229;60095.651364494115;4.0;3;3;3;3
171208;40000;44555.463359245354;6.0;2;1;3;3
171234;35000;34954.1015625;6.0;2;4;1;3
171310;45000;39588.477366255145;6.0;2;2;3;3
171311;30000;23625.0;8.0;3;5;3;5
171375;120000;33950.581717451525;10.0;3;3;3;5
171377;15489;15488.555628124856;6.0;2;1;1;2
171382;20000;15488.555628124856;8.0;1;1;1;3
171394;40000;45151.6633010947;6.0;3;5;2;4
171397;39087;51890.41944114151;4.0;3;3;3;3
171419;41346;52477.810650887564;4.0;3;3;3;3
171435;24404;30079.20447074293;4.0;3;4;1;3
171436;40000;34595.70623870762;8.0;2;1;2;3
171437;40000;34595.70623870762;8.0;2;3;3;4
171461;50000;34595.70623870762;8.0;3;3;3;5
171495;30000;42421.84267110228;4.0;2;3;3;3
171546;60000;52219.023188046376;6.0;3;5;3;5
171577;39600;52219.023188046376;4.0;3;2;1;2
171628;60000;40893.61188262288;10.0;3;2;2;5
171633;31407;40713.30589849109;4.0;2;3;3;3
171673;30000;17124.744462809922;10.0;1;1;1;3
171691;20000;39975.06246281975;2.0;1;3;1;1
171702;40000;46948.61171439072;6.0;2;2;3;3
171714;45000;46948.61171439072;6.0;3;3;2;4
171724;30000;29900.0;6.0;3;5;1;4
171750;13625;20952.085625000003;4.0;2;3;1;2
171772;40000;46140.29096373198;6.0;3;3;3;4
171815;60000;56475.60465508518;6.0;3;5;3;5
171833;15000;22178.389428119215;4.0;1;1;1;1
171839;25000;37164.3897996357;4.0;2;4;3;3
171848;35844;46683.403688280785;4.0;3;3;3;3
171852;35000;53503.628117913824;4.0;2;4;3;3
171903;20000;18750.0;6.0;3;5;3;5
171950;35000;44491.98452687958;4.0;2;3;3;3
171955;70000;86123.10444444446;4.0;3;3;3;3
171964;85000;46281.80803571428;10.0;3;2;3;5
171979;50000;72013.88888888889;4.0;2;3;3;3
172020;150000;63186.25776927806;10.0;3;3;3;5
172054;11053;17158.952477284125;4.0;1;1;1;1
172065;26287;33991.466858962805;4.0;3;3;1;3
172071;11053;17158.952477284125;4.0;1;1;1;1
172073;30000;33474.51548229004;6.0;2;3;1;3
172132;34958;43212.38425925926;4.0;2;3;3;3
172140;35000;36675.800842221644;6.0;2;4;3;4
172189;50000;36675.800842221644;8.0;2;3;3;4
172194;100000;77119.11357340722;8.0;2;3;3;4
172203;30227;36675.800842221644;4.0;2;2;1;2
172214;30000;40806.58436213992;4.0;2;3;1;2
172233;28000;29224.376731301938;6.0;3;3;1;3
172246;25000;32159.575811134953;4.0;2;1;2;2
172276;36713;48393.909779614325;4.0;2;3;3;3
172284;25173;32557.511111111115;4.0;3;1;3;3
172286;21960;27221.76649305555;4.0;2;4;3;3
172287;25000;32159.575811134953;4.0;2;3;2;3
172308;11176;17357.721377786118;4.0;1;1;1;1
172347;25000;40252.97619047619;4.0;3;4;1;3
172363;18000;38985.65938961906;2.0;2;1;2;1
172407;80000;41081.25443786982;10.0;3;1;1;4
172422;26753;35155.188590729966;4.0;2;1;3;2
172432;30824;44056.558313004316;4.0;3;2;3;3
172468;39074;49729.150413223135;4.0;3;2;1;2
172486;39074;49729.150413223135;4.0;3;3;3;3
172494;23125;28874.409972299163;4.0;2;3;1;2
172503;100000;42689.332762789956;10.0;3;5;3;5
172576;80000;42783.66030636926;10.0;2;3;3;5
172680;30000;41335.462331252726;4.0;2;4;3;3
172690;25000;21421.818240288136;8.0;1;1;1;3
172705;33896;42523.48099173554;4.0;2;4;3;3
172746;34016;40728.37829599147;4.0;2;3;3;3
172758;80000;41379.173553719;10.0;3;4;3;5
172764;21718;29671.493751239832;4.0;2;3;2;3
172804;30539;38915.04451486343;4.0;3;2;3;3
172814;35000;31996.628511966705;6.0;2;4;3;4
172815;42742;48257.023933402714;6.0;2;4;3;4
172830;25000;38993.36076817558;4.0;2;3;3;3
172838;20000;51051.379123850726;2.0;2;3;1;2
172845;10560;16563.560047837662;4.0;1;1;1;1
172846;30000;42976.80055401663;4.0;3;1;1;2
172859;35000;24721.088435374146;8.0;3;3;3;5
172942;23819;31097.608024691363;4.0;2;2;3;3
173006;29881;36758.31443688587;4.0;3;1;2;2
173029;32674;43793.40183883181;4.0;2;3;1;2
173081;80000;65768.46855782582;8.0;3;3;2;4
173082;90000;54593.53870325169;10.0;3;3;3;5
173084;52603;65416.00920447074;4.0;3;3;3;3
173139;40000;56807.66044313015;4.0;2;3;2;3
173156;60000;62009.154993018325;6.0;2;3;3;4
173160;21961;32982.58645613255;4.0;2;3;3;3
173166;70000;57294.47244094488;8.0;2;2;3;4
173179;57625;77394.04075355633;4.0;3;3;3;3
173220;48527;62009.154993018325;4.0;2;3;3;3
173233;100000;52330.83681581464;10.0;2;3;3;5
173299;70000;49567.677682209134;8.0;3;3;3;5
173318;25000;41381.57034354409;4.0;2;1;1;2
173326;30000;41381.57034354409;4.0;2;3;3;3
173345;34722;46296.29629629629;4.0;3;5;3;4
173367;48958;76497.39583333333;4.0;2;2;3;3
173369;100000;76617.71700356717;8.0;3;3;3;5
173395;58405;75290.2325344594;4.0;2;1;1;2
173401;53547;76263.48544429203;4.0;3;2;3;3
173410;120000;72177.91813035273;10.0;3;4;3;5
173424;64029;94328.60848725063;4.0;3;2;1;2
173453;20000;60546.967895362664;2.0;3;5;1;3
173474;20000;39329.318999999996;2.0;3;1;3;2
173480;25000;39329.318999999996;4.0;2;3;3;3
173481;27000;31044.64285714286;6.0;2;3;3;4
173516;25000;33866.305705955856;4.0;2;3;3;3
173527;70000;39329.318999999996;10.0;3;3;2;5
173528;20000;19740.405977977156;6.0;2;3;3;4
173537;120000;45665.090991398814;10.0;3;3;3;5
173568;30000;19661.62143927133;10.0;2;3;2;5
173631;40735;58706.75800173011;4.0;2;3;3;3
173683;25000;33950.581717451525;4.0;2;3;3;3
173710;25000;33527.387935942184;4.0;2;3;2;3
173726;34216;45151.6633010947;4.0;1;1;1;1
173737;45000;26432.544378698225;10.0;2;2;3;5
173754;28677;33527.387935942184;6.0;2;3;2;3
173785;50000;34595.70623870762;8.0;3;3;3;5
173787;23000;34595.70623870762;4.0;2;4;3;3
173793;10097;16124.967160818163;4.0;1;1;1;1
173806;28276;38911.14215975087;4.0;3;3;3;3
173810;32577;50113.53550295858;4.0;2;4;3;3
173828;40000;34595.70623870762;8.0;2;4;3;5
173879;50000;47133.04826817558;6.0;3;5;3;5
173890;19000;37996.91358024691;2.0;2;3;3;2
173908;55000;35644.92961792589;10.0;3;2;3;5
173922;31011;40893.61188262288;4.0;3;4;1;3
173936;38250;47812.5;4.0;3;4;3;4
173956;45000;40873.69759367631;6.0;2;3;2;3
173957;50000;40873.69759367631;8.0;2;3;2;4
173979;10965;17124.744462809922;4.0;3;1;1;2
173995;20000;17124.744462809922;8.0;3;1;3;4
174062;25000;45948.31665765279;2.0;3;5;2;3
174067;80000;45562.13017751479;10.0;3;3;3;5
174080;60000;64901.72496570645;6.0;3;3;1;3
174094;13625;20952.085625000003;4.0;1;1;1;1
174181;20000;53216.88888888888;2.0;2;4;3;3
174216;40000;58343.21189413265;4.0;2;3;3;3
174257;55000;54727.02763118946;6.0;3;1;1;3
174259;14861;22178.389428119215;4.0;1;1;1;1
174265;60000;37164.3897996357;10.0;3;2;2;5
174272;35000;37164.3897996357;6.0;2;3;1;3
174337;40000;44491.98452687958;6.0;2;3;3;4
174400;150000;55481.62849494349;10.0;3;4;1;5
174426;35000;30549.820109261185;6.0;3;4;1;4
174438;23863;33474.51548229004;4.0;2;3;2;3
174446;25000;36098.298676748585;4.0;3;5;3;4
174474;30000;33518.86094674556;6.0;2;3;3;4
174481;30000;41372.83950617284;4.0;2;3;3;3
174489;32437;40042.152767319414;4.0;3;3;3;3
174491;50000;41081.44044321329;8.0;3;3;3;5
174504;30000;32199.792208223633;6.0;3;2;1;3
174507;70000;56878.29762654904;8.0;3;2;3;4
174517;30000;41827.75390625;4.0;2;3;2;3
174536;50000;62261.37638199006;4.0;3;3;2;3
174548;50000;56878.29762654904;6.0;2;3;3;4
174556;30000;40042.152767319414;4.0;2;3;2;3
174557;55929;81134.3537414966;4.0;2;1;1;2
174587;40000;34622.22222222222;8.0;3;3;2;4
174594;35000;36675.800842221644;6.0;2;3;3;4
174605;27066;34544.4944598338;4.0;2;4;2;3
174614;10378;16405.274202271496;4.0;1;1;1;1
174618;25000;36675.800842221644;4.0;2;3;2;3
174627;40000;43212.38425925926;6.0;2;4;2;4
174630;135000;43212.38425925926;10.0;2;4;3;5
174658;35000;36675.800842221644;6.0;2;2;2;3
174664;40000;30311.333333333332;8.0;2;3;1;4
174665;23556;29790.39983340275;4.0;3;3;3;3
174672;10378;16405.274202271496;4.0;1;1;1;1
174715;100000;65000.0;10.0;3;1;1;4
174725;40000;17357.721377786118;10.0;3;2;2;5
174751;20000;20625.0;6.0;2;4;3;4
174771;25000;32923.67768595041;4.0;2;3;3;3
174775;40000;44373.85734072023;6.0;2;4;3;4
174787;30000;29765.625;6.0;2;4;3;4
174791;50000;42689.332762789956;8.0;2;2;3;4
174797;30000;42689.332762789956;4.0;3;1;2;2
174833;30753;42205.7682577163;4.0;3;3;2;3
174837;12859;19439.779774927363;4.0;3;1;1;2
174840;26017;35036.60373333333;4.0;2;1;3;2
174849;40000;35036.60373333333;6.0;3;3;2;4
174850;23000;21292.96875;6.0;1;1;2;2
174851;40000;47623.333333333336;4.0;3;3;2;3
174865;44794;66959.82569879902;4.0;3;3;3;3
174872;33000;42689.332762789956;4.0;3;5;3;4
174879;75000;46846.60037624294;10.0;3;3;3;5
174884;11818;17839.94490358127;4.0;1;1;1;1
174902;60000;34022.717375526205;10.0;2;3;3;5
174984;120000;46304.98145956608;10.0;2;4;3;5
174997;60000;36811.97285899654;10.0;3;2;1;4
175049;27000;38856.98347107438;4.0;2;3;3;3
175066;30000;38856.98347107438;4.0;2;4;3;3
175068;100000;44126.92408186965;10.0;2;3;3;5
175079;30000;38915.04451486343;4.0;2;2;3;3
175094;25000;40728.37829599147;4.0;2;4;1;3
175099;26000;41379.173553719;4.0;3;4;3;4
175127;45000;36960.42387543252;8.0;3;3;3;5
175130;50000;40728.37829599147;8.0;2;3;3;4
175140;40000;49646.32832200198;4.0;2;1;2;2
175143;24000;19339.907955292576;8.0;1;1;1;3
175173;30000;41379.173553719;4.0;3;3;2;3
175199;20000;38993.36076817558;2.0;2;3;1;2
175219;39756;52361.68947055325;4.0;3;4;3;4
175271;45000;35074.84963243484;8.0;2;1;3;4
175281;12597;19255.322204047996;4.0;1;1;1;1
175289;35000;35511.14119117034;6.0;3;4;2;4
175296;20000;19255.322204047996;6.0;1;1;1;2
175332;15000;19255.322204047996;4.0;1;1;1;1
175337;30000;38164.09300157334;4.0;2;3;1;2
175358;30000;36758.31443688587;4.0;2;3;2;3
175388;55000;43075.38296156947;8.0;3;3;1;4
175399;120000;68512.1107266436;10.0;3;3;2;5
175438;40000;56807.66044313015;4.0;3;3;2;3
175463;39716;54593.53870325169;4.0;3;4;1;3
175468;50000;42376.784274193546;8.0;2;3;3;4
175472;50000;36816.0;8.0;2;3;3;4
175501;38868;51681.801714768735;4.0;3;3;3;3
175522;38976;47292.517006802715;4.0;3;2;2;3
175543;47747;57294.47244094488;4.0;2;3;3;3
175572;90000;62009.154993018325;10.0;2;2;3;5
175576;60000;52330.83681581464;6.0;3;5;3;5
175584;38191;49567.677682209134;4.0;1;1;1;1
175599;249000;111811.22113001521;10.0;3;3;2;5
175648;60000;56885.81314878893;6.0;3;1;3;3
175696;60052;76617.71700356717;4.0;2;3;1;2
175724;41391;65341.52684256055;4.0;3;3;1;3
175746;43179;66429.98027613411;4.0;3;4;3;4
175762;80000;75290.2325344594;6.0;2;4;3;4
175764;55000;60621.32560502842;6.0;3;4;2;4
175766;90000;75290.2325344594;8.0;3;2;2;4
175773;100000;60621.32560502842;10.0;2;3;3;5
175782;15000;40603.56652949246;2.0;2;3;1;2
175788;13052;19740.405977977156;4.0;1;1;1;1
175796;35000;19740.405977977156;10.0;3;3;3;5
175804;15000;19740.405977977156;4.0;1;1;1;1
175814;20000;39329.318999999996;2.0;3;1;2;2
175858;41841;59109.09549004788;4.0;2;4;2;3
175901;32683;41728.15853658537;4.0;2;4;3;3
175905;50000;47871.09375;6.0;3;1;1;3
175921;17569;25217.578125;4.0;3;5;3;4
175925;60000;43723.865877712036;8.0;2;3;2;4
175927;14518;21592.537893074863;4.0;2;3;3;3
175943;35000;43723.865877712036;4.0;2;3;3;3
175972;27331;33389.95968008461;4.0;3;5;3;4
175977;25000;44555.463359245354;4.0;3;5;2;4
175983;36974;44555.463359245354;4.0;3;1;2;2
175985;35000;41084.94031221304;6.0;3;5;3;5
175986;12982;19661.62143927133;4.0;1;1;1;1
175987;40000;40066.91084710743;6.0;3;3;3;4
176065;50000;33871.48250178553;10.0;2;3;3;5
176101;30000;30735.555555555555;6.0;2;1;2;3
176112;15489;15488.555628124856;6.0;1;1;1;1
176122;15489;15488.555628124856;6.0;1;1;1;1
176132;80000;33950.581717451525;10.0;2;3;3;5
176177;65000;50113.53550295858;8.0;2;3;3;4
176178;15000;51644.444444444445;2.0;3;5;1;3
176207;60000;42421.84267110228;8.0;2;2;3;4
176241;70000;34380.606764407035;10.0;3;5;3;5
176267;60000;38846.880907372404;10.0;2;3;3;5
176273;60000;40000.0;10.0;3;3;3;5
176274;30000;67780.71833648393;2.0;3;1;3;2
176363;12191;18673.268484144304;4.0;1;1;1;1
176371;30000;35079.365079365074;6.0;3;4;1;4
176392;70000;37399.327181853136;10.0;2;3;3;5
176396;35000;39975.06246281975;6.0;3;5;3;5
176444;100000;46948.61171439072;10.0;3;2;3;5
176445;30000;31943.288241415194;6.0;2;4;3;4
176466;23333;34027.77777777778;4.0;3;3;3;3
176471;35000;31943.288241415194;6.0;3;5;3;5
176486;25000;41684.97587414899;4.0;2;4;1;3
176519;25000;20952.085625000003;8.0;1;1;1;3
176525;30000;20952.085625000003;8.0;2;3;3;4
176565;30000;46140.29096373198;4.0;3;3;3;3
176573;98000;46140.29096373198;10.0;3;1;1;4
176583;35000;39588.62296219216;6.0;2;3;3;4
176584;20000;22178.389428119215;6.0;1;1;1;2
176628;30000;30655.183935313577;6.0;3;3;1;3
176632;14861;22178.389428119215;4.0;1;1;1;1
176636;60000;67176.6250590851;6.0;3;1;3;3
176637;44485;67176.6250590851;4.0;3;2;3;3
176642;40000;58343.21189413265;4.0;3;2;1;2
176650;31489;39588.62296219216;4.0;2;4;3;3
176653;25000;46683.403688280785;2.0;2;2;3;2
176700;28667;36857.142857142855;4.0;3;3;3;3
176747;180000;59701.18884316416;10.0;3;3;3;5
176804;25000;27456.0;6.0;2;4;3;4
176806;30682;39049.5867768595;4.0;3;4;1;3
176858;11053;17158.952477284125;4.0;1;1;1;1
176895;35000;32199.792208223633;6.0;2;2;2;3
176901;25000;35367.76859504133;4.0;3;5;1;3
176910;50000;40042.152767319414;8.0;2;1;1;3
176937;30000;42376.784274193546;4.0;2;3;1;2
176941;30000;39656.527366863906;4.0;2;3;3;3
176954;33381;41827.75390625;4.0;3;4;2;3
176974;30000;41059.24008599838;4.0;3;1;3;3
176975;15000;40042.152767319414;2.0;2;3;1;2
176977;25000;40806.58436213992;4.0;3;4;1;3
176979;35000;36675.800842221644;6.0;3;3;3;4
177004;30227;36675.800842221644;4.0;2;4;3;3
177089;26639;32923.67768595041;4.0;3;3;2;3
177098;30659;44373.85734072023;4.0;3;3;3;3
177109;15000;32923.67768595041;2.0;3;3;1;2
177163;60000;46645.73129146258;8.0;3;2;3;4
177231;20000;20608.375401662048;6.0;2;1;1;2
177261;50000;43830.735139676544;6.0;2;3;2;3
177283;26017;35036.60373333333;4.0;3;5;3;4
177290;30000;35036.60373333333;6.0;3;4;1;4
177323;18000;40376.73010380623;2.0;2;3;1;2
177328;40000;42689.332762789956;6.0;3;1;1;3
177332;35000;28874.409972299163;8.0;3;1;3;4
177353;31995;42689.332762789956;4.0;3;3;2;3
177397;24000;32000.0;4.0;3;1;1;2
177409;30885;42783.66030636926;4.0;2;3;3;3
177416;21217;30930.056710775047;4.0;3;3;1;3
177442;26144;33914.830119375576;4.0;2;1;2;2
177463;30000;38647.76710867246;4.0;3;4;1;3
177466;29689;40103.316326530614;4.0;2;1;1;2
177485;80000;44126.92408186965;10.0;3;4;3;5
177487;32995;43022.84726353361;4.0;2;3;3;3
177490;50000;51186.28140408162;6.0;3;3;3;4
177498;22000;44126.92408186965;2.0;1;1;1;1
177525;36921;51186.28140408162;4.0;2;3;3;3
177526;45000;41335.462331252726;6.0;2;3;3;4
177530;50000;36811.97285899654;8.0;3;3;1;4
177553;60000;44126.92408186965;8.0;2;3;3;4
177602;35000;40728.37829599147;6.0;2;3;2;3
177604;45000;31996.628511966705;8.0;3;3;2;4
177616;52022;70558.36054961024;4.0;3;3;2;3
177654;12902;19339.907955292576;4.0;1;1;1;1
177663;60000;40728.37829599147;10.0;2;1;3;4
177733;12597;19255.322204047996;4.0;1;1;1;1
177735;35000;51112.15482118605;4.0;2;1;2;2
177743;50000;41271.245230662505;8.0;3;4;2;5
177746;12597;19255.322204047996;4.0;1;1;1;1
177757;12597;19255.322204047996;4.0;1;1;1;1
177758;30000;38164.09300157334;4.0;3;5;3;4
177771;27000;41271.245230662505;4.0;3;3;1;3
177782;40219;56895.68828078525;4.0;3;5;3;4
177790;20000;43793.40183883181;2.0;2;4;2;2
177794;37926;51112.15482118605;4.0;2;1;3;2
177804;150000;57762.747138397506;10.0;3;5;3;5
177819;70000;56807.66044313015;8.0;2;1;2;3
177854;31962;42091.701752814355;4.0;2;1;2;2
177921;60000;59739.648209161445;6.0;2;1;2;3
177941;60000;67007.1135067638;6.0;3;2;1;3
