id;money;avg_salary;sal_cat;cat_exp;last_job_diff_cat;save_date_diff_cat;kmeans
89720;33044;39975.06246281975;4.0;3;3;3;3
89722;22438;28046.875;4.0;3;5;1;3
89739;30000;45948.31665765279;4.0;2;4;3;3
89742;100000;78114.0380859375;8.0;3;5;1;5
89751;25000;40713.30589849109;4.0;3;4;2;3
89761;30000;37177.02422145329;4.0;2;3;3;3
89813;33104;40523.373220368594;4.0;3;2;3;3
89814;40000;40523.373220368594;6.0;3;1;2;3
89820;76000;37949.70414201183;10.0;3;3;3;5
89866;30000;40523.373220368594;4.0;3;3;2;3
89869;15000;20952.085625000003;4.0;1;1;1;1
89896;60000;51428.57142857143;8.0;2;2;1;3
89963;60000;47647.97354862266;8.0;3;5;2;5
89970;20000;30655.183935313577;4.0;2;4;3;3
89973;25000;37328.72885309749;4.0;2;3;2;3
89974;40000;37328.72885309749;6.0;3;3;1;3
90021;27000;30549.820109261185;6.0;2;2;3;3
90030;14960;24374.4;4.0;2;3;3;3
90041;31561;44282.330279050395;4.0;3;3;2;3
90046;23863;33474.51548229004;4.0;3;4;3;4
90059;50000;55481.62849494349;6.0;3;4;3;4
90085;35000;41827.75390625;4.0;3;2;3;3
90094;31010;39656.527366863906;4.0;2;2;1;2
90240;23564;29623.01496598639;4.0;3;3;3;3
90257;33904;43639.66451767394;4.0;2;2;3;3
90297;31586;38985.65938961906;4.0;3;3;1;3
90316;22733;31826.666666666668;4.0;2;3;1;2
90370;45000;38439.41326530612;8.0;3;3;3;5
90474;14041;21421.818240288136;4.0;1;1;1;1
90485;37467;46304.98145956608;4.0;3;3;3;3
90496;20000;38856.98347107438;2.0;2;3;3;2
90516;28555;36811.97285899654;4.0;3;3;3;3
90530;28555;36811.97285899654;4.0;3;3;2;3
90538;33896;42523.48099173554;4.0;3;5;1;3
90590;100000;40728.37829599147;10.0;3;1;2;4
90603;34016;40728.37829599147;4.0;2;3;3;3
90615;25000;41379.173553719;4.0;2;3;3;3
90616;50000;40728.37829599147;8.0;2;1;3;4
90748;80000;50747.52422145329;10.0;2;3;3;5
90750;60000;43075.38296156947;8.0;2;3;1;4
90789;28000;56807.66044313015;2.0;3;5;1;3
90807;52000;45267.900028727374;6.0;3;3;3;4
90808;43179;66429.98027613411;4.0;2;3;3;3
90844;150000;59739.648209161445;10.0;2;3;2;5
90862;120000;58343.21189413265;10.0;3;3;3;5
90867;35000;59739.648209161445;4.0;2;2;3;3
90878;45000;62009.154993018325;4.0;3;3;3;3
90880;120000;51681.801714768735;10.0;3;3;3;5
90882;50000;49169.28332556673;6.0;3;4;1;4
90929;80000;62009.154993018325;8.0;3;3;3;5
90954;60000;81600.0;4.0;2;1;3;2
90972;80000;75290.2325344594;6.0;3;1;3;3
90990;51061;72177.91813035273;4.0;3;4;3;4
91015;80000;65641.33316500443;8.0;3;3;2;4
91017;45000;55799.90965013456;4.0;2;2;2;2
91024;200000;81764.86338336988;10.0;3;4;1;5
91075;30000;41728.15853658537;4.0;2;4;3;3
91084;50000;41978.305785123965;8.0;3;5;3;5
91144;12982;19661.62143927133;4.0;2;1;1;2
91145;30000;45485.75649697401;4.0;3;2;1;2
91161;30000;33871.48250178553;6.0;3;3;1;3
91195;60000;60095.651364494115;6.0;2;1;2;3
91211;33000;41395.31680440772;4.0;2;2;2;2
91217;50000;47133.04826817558;6.0;3;3;2;4
91227;55000;52219.023188046376;6.0;2;4;3;4
91380;35000;44540.642722117205;4.0;3;4;3;4
91383;30000;39182.73388203018;4.0;3;3;3;3
91422;43370;59701.18884316416;4.0;3;3;3;3
91426;26458;37482.63888888888;4.0;2;3;2;3
91482;15000;40523.373220368594;2.0;2;3;1;2
91493;21714;32571.42857142857;4.0;2;3;3;3
91495;13625;20952.085625000003;4.0;1;1;1;1
91515;50000;44363.56764928194;6.0;2;3;2;3
91561;20000;47128.284023668646;2.0;2;3;3;2
91608;30167;37164.3897996357;4.0;3;2;2;3
91619;50000;36098.298676748585;8.0;3;5;3;5
91628;40000;30549.820109261185;8.0;3;5;1;5
91747;50000;41827.75390625;8.0;3;5;3;5
91765;13761;20704.965096890544;4.0;1;1;1;1
91777;20000;20704.965096890544;6.0;1;1;1;2
91808;40469;56878.29762654904;4.0;2;1;3;2
91826;100000;38985.65938961906;10.0;3;2;3;5
91837;30000;42422.28377962451;4.0;3;3;3;3
91842;35000;53332.35;4.0;2;3;1;2
91846;25000;29623.01496598639;4.0;2;4;1;3
91860;34484;48207.2275862069;4.0;2;3;3;3
91868;40000;43639.66451767394;6.0;3;3;1;3
91871;13000;38985.65938961906;2.0;2;1;1;1
91924;25000;34663.5256888889;4.0;3;3;3;3
91939;31995;42689.332762789956;4.0;3;1;1;2
91947;45000;38656.97830338629;8.0;2;3;3;4
91974;30000;19439.779774927363;10.0;1;1;1;3
91996;30000;28874.409972299163;6.0;2;3;3;4
92002;30824;44056.558313004316;4.0;2;4;3;3
92027;25000;30311.333333333332;4.0;2;2;1;2
92031;40000;46304.98145956608;6.0;3;3;1;3
92036;45000;38856.98347107438;8.0;3;1;3;4
92060;70000;46971.99265381084;10.0;2;1;1;4
92066;34068;44133.78099173554;4.0;3;3;2;3
92092;30000;43097.78601108032;4.0;2;3;3;3
92093;50000;42523.48099173554;8.0;2;4;1;4
92098;40000;36811.97285899654;6.0;2;3;3;4
92103;28000;32879.057742028155;6.0;2;3;3;4
92135;44000;44069.287273997725;6.0;2;2;3;3
92202;25000;40728.37829599147;4.0;2;1;2;2
92314;25000;19255.322204047996;8.0;1;1;1;3
92318;57299;86075.12436554633;4.0;3;1;2;2
92342;26471;36863.77551020408;4.0;3;5;3;4
92364;39716;54593.53870325169;4.0;3;3;3;3
92385;39716;54593.53870325169;4.0;3;2;3;3
92410;59999;56807.66044313015;6.0;2;1;1;2
92413;80000;59529.82966501137;8.0;3;2;2;4
92429;40000;28425.398860072793;8.0;2;1;1;3
92430;48527;62009.154993018325;4.0;2;2;3;3
92432;60000;53279.085872576165;6.0;3;3;1;3
92459;250000;57294.47244094488;10.0;3;3;3;5
92483;40000;62009.154993018325;4.0;3;3;3;3
92532;70249;111811.22113001521;4.0;3;1;3;3
92533;100000;60621.32560502842;10.0;2;2;2;4
92548;70249;111811.22113001521;4.0;3;3;3;3
92562;57497;81764.86338336988;4.0;3;2;2;3
92563;70249;111811.22113001521;4.0;3;3;3;3
92581;47459;62440.38729346231;4.0;2;3;3;3
92586;40000;60228.93074081988;4.0;3;3;1;3
92591;50000;60621.32560502842;4.0;3;4;3;4
92687;45000;60095.651364494115;4.0;2;2;2;2
92707;12982;19661.62143927133;4.0;1;1;1;1
92730;30000;42074.721697122455;4.0;3;4;3;4
92786;43179;56687.139914484556;4.0;2;2;3;3
92788;12191;18673.268484144304;4.0;1;1;1;1
92793;25000;47133.04826817558;2.0;1;3;1;1
92834;55000;46948.61171439072;8.0;3;3;3;5
92844;30037;37399.327181853136;4.0;3;3;1;3
92860;25000;35950.413223140495;4.0;3;4;1;3
92878;50000;64300.58850158442;4.0;2;3;3;3
92897;80000;39975.06246281975;10.0;3;4;2;5
92945;50000;59701.18884316416;4.0;2;2;3;3
92969;21714;32571.42857142857;4.0;2;3;3;3
92976;50000;37949.70414201183;8.0;3;5;2;5
93009;100000;56475.60465508518;10.0;3;3;3;5
93017;44485;67176.6250590851;4.0;2;3;3;3
93037;30000;37164.3897996357;4.0;3;4;3;4
93056;90000;66128.15591836734;8.0;2;4;2;4
93117;30764;37328.72885309749;4.0;2;2;2;2
93155;35000;33991.466858962805;6.0;3;4;1;4
93178;35000;17158.952477284125;10.0;2;4;3;5
93185;40000;39049.5867768595;6.0;3;2;3;4
93250;44513;62261.37638199006;4.0;3;3;3;3
93251;30000;32199.792208223633;6.0;2;3;3;4
93252;60000;39542.35664683452;10.0;2;4;1;5
93299;27000;42376.784274193546;4.0;2;2;3;3
93304;25000;40042.152767319414;4.0;2;2;3;3
93308;25806;32199.792208223633;4.0;2;3;2;3
93334;13786;20608.375401662048;4.0;1;1;1;1
93364;35000;38985.65938961906;6.0;2;1;2;3
93370;28924;39767.665438231044;4.0;2;4;2;3
93408;30000;38985.65938961906;4.0;2;3;1;2
93421;25000;38656.97830338629;4.0;3;3;3;3
93478;30000;35036.60373333333;6.0;3;5;3;5
93494;12859;19439.779774927363;4.0;1;1;1;1
93526;35000;21421.818240288136;10.0;3;3;1;5
93568;30000;36811.97285899654;4.0;2;3;3;3
93580;35000;43097.78601108032;4.0;2;3;2;3
93594;30000;30311.333333333332;6.0;2;3;3;4
93603;28555;36811.97285899654;4.0;3;3;3;3
93684;30539;38915.04451486343;4.0;3;3;3;3
93721;34134;41070.72726145453;4.0;3;4;2;3
93725;34134;41070.72726145453;4.0;3;2;3;3
93785;35000;19255.322204047996;10.0;3;1;1;4
93813;70000;41070.72726145453;10.0;3;3;3;5
93817;45000;42091.701752814355;6.0;2;3;3;4
93828;45471;64161.21299500194;4.0;3;3;3;3
93841;50000;50747.52422145329;6.0;2;3;2;3
93857;250000;50605.34636543289;10.0;2;3;3;5
93869;34147;48260.62222222222;4.0;2;3;3;3
93898;45000;56807.66044313015;4.0;3;3;2;3
93926;40433;52330.83681581464;4.0;2;3;3;3
93982;70000;57294.47244094488;8.0;3;1;3;4
94012;80000;67806.640625;8.0;3;3;1;4
94025;41391;65341.52684256055;4.0;3;4;3;4
94043;53547;76263.48544429203;4.0;3;3;3;3
94078;41391;65341.52684256055;4.0;3;2;3;3
94080;64029;94328.60848725063;4.0;2;3;2;3
94094;80000;81764.86338336988;6.0;3;3;2;4
94109;64029;94328.60848725063;4.0;3;4;3;4
94186;150000;48954.894666771084;10.0;3;5;3;5
94252;35000;52219.023188046376;4.0;3;4;3;4
94264;57878;80778.94518917239;4.0;3;2;3;3
94316;32759;45948.31665765279;4.0;3;3;2;3
94326;30000;28046.875;6.0;2;1;2;3
94331;45000;37177.02422145329;8.0;2;2;3;4
94361;40000;31943.288241415194;8.0;2;4;3;5
94436;30000;26551.24653739612;6.0;2;4;1;3
94512;39473;54727.02763118946;4.0;2;3;3;3
94527;30167;37164.3897996357;4.0;2;3;3;3
94543;35000;47647.97354862266;4.0;3;2;2;3
94547;49244;66128.15591836734;4.0;3;3;2;3
94581;45000;42344.79338842975;6.0;2;3;3;4
94593;80000;58343.21189413265;8.0;2;3;3;4
94633;25000;39049.5867768595;4.0;2;3;3;3
94707;32437;40042.152767319414;4.0;2;1;3;2
94728;40000;46679.188712522046;6.0;2;4;1;3
94729;32437;40042.152767319414;4.0;3;4;2;3
94755;100000;32982.58645613255;10.0;2;2;3;5
94776;60000;40042.152767319414;10.0;2;3;2;5
94805;25000;29623.01496598639;4.0;2;3;1;2
94837;40000;44743.65234375;6.0;3;3;3;4
94845;30000;42422.28377962451;4.0;3;5;1;3
94855;17000;29623.01496598639;4.0;2;3;1;2
94889;23564;29623.01496598639;4.0;2;1;3;2
94946;55000;45731.83154799412;8.0;2;1;2;3
94993;25000;28874.409972299163;6.0;3;5;3;5
95026;30000;30311.333333333332;6.0;3;5;3;5
95030;14041;21421.818240288136;4.0;2;1;1;2
95057;15000;21421.818240288136;4.0;1;1;1;1
95110;40000;49646.32832200198;4.0;3;5;3;4
95113;25000;48257.023933402714;2.0;2;3;3;2
95130;22809;32999.54730647351;4.0;2;2;3;3
95132;30000;31996.628511966705;6.0;2;3;3;4
95249;35000;41271.245230662505;4.0;2;3;3;3
95326;36000;64161.21299500194;4.0;2;2;1;2
95333;30000;81737.5;2.0;2;2;2;2
95346;41391;65341.52684256055;4.0;2;2;3;3
95347;50000;63771.36651805926;4.0;3;4;3;4
95355;70000;56807.66044313015;8.0;3;3;3;5
95382;55000;59529.82966501137;6.0;3;3;2;4
95400;30000;57294.47244094488;2.0;2;3;1;2
95449;30000;49169.28332556673;4.0;3;3;3;3
95481;60000;68347.44268077602;6.0;2;3;1;3
95483;30000;74194.51530612246;2.0;3;5;3;3
95495;50000;57294.47244094488;6.0;2;3;1;3
95502;150000;75290.2325344594;10.0;3;4;2;5
95565;70000;94328.60848725063;4.0;2;3;3;3
95567;40000;81600.0;2.0;3;4;3;3
95572;100000;76263.48544429203;8.0;3;3;2;4
95590;100000;65341.52684256055;10.0;3;3;3;5
95611;12982;19661.62143927133;4.0;1;1;1;1
95625;12982;19661.62143927133;4.0;3;1;1;2
95703;12191;18673.268484144304;4.0;1;1;1;1
95757;30000;31546.753543667128;6.0;2;4;1;3
95800;38511;57356.26980534178;4.0;3;3;3;3
95835;28000;32571.42857142857;6.0;3;2;3;4
95893;35000;44506.539833531504;4.0;2;1;1;2
95896;33104;40523.373220368594;4.0;2;3;2;3
95927;32905;44363.56764928194;4.0;2;2;3;3
95947;75000;53216.88888888888;8.0;3;3;3;5
95956;40000;47128.284023668646;4.0;2;3;3;3
95973;30167;37164.3897996357;4.0;3;3;1;3
95991;43215;53503.628117913824;4.0;3;4;3;4
95993;45000;53216.88888888888;4.0;3;4;3;4
96034;25000;33991.466858962805;4.0;3;5;3;4
96152;32437;40042.152767319414;4.0;2;3;3;3
96189;38871;52232.828595041334;4.0;3;3;1;3
96248;20000;38985.65938961906;2.0;3;1;1;1
96253;70000;39554.328922495275;10.0;3;5;3;5
96285;35000;43830.735139676544;4.0;3;2;1;2
96297;37835;53332.35;4.0;3;3;3;3
96303;25000;28874.409972299163;6.0;3;3;3;4
96310;40000;45731.83154799412;6.0;3;4;3;4
96325;35000;44741.41709276844;4.0;2;3;3;3
96336;29973;39978.21875;4.0;3;3;3;3
96377;60000;38656.97830338629;10.0;2;4;1;5
96417;37263;44126.92408186965;4.0;1;1;1;1
96454;28555;36811.97285899654;4.0;2;3;3;3
96460;35000;42523.48099173554;4.0;3;1;3;3
96592;34016;40728.37829599147;4.0;3;3;3;3
96659;80000;38164.09300157334;10.0;2;3;3;5
96660;12597;19255.322204047996;4.0;1;1;1;1
96673;34134;41070.72726145453;4.0;3;2;1;2
96724;35702;50605.34636543289;4.0;2;3;3;3
96731;70000;70000.0;6.0;3;2;1;3
96741;110000;54593.53870325169;10.0;3;3;3;5
96764;45000;42091.701752814355;6.0;2;4;3;4
96769;33946;47086.71522719389;4.0;2;3;3;3
96775;60000;48260.62222222222;8.0;3;2;2;4
96776;17751;26746.807939342303;4.0;2;2;1;2
96777;25000;39987.24489795918;4.0;3;3;1;3
96781;70000;64161.21299500194;6.0;2;3;3;4
96794;80000;54593.53870325169;10.0;2;3;3;5
96795;31238;45267.900028727374;4.0;2;2;2;2
96811;45500;58287.26881377552;4.0;2;4;2;3
96836;40000;57294.47244094488;4.0;3;1;1;2
96881;30000;28425.398860072793;6.0;1;1;1;2
96888;50000;41335.462331252726;8.0;2;3;3;4
96892;60000;49169.28332556673;8.0;3;5;2;5
96908;45000;75290.2325344594;4.0;3;4;2;3
96914;50000;62440.38729346231;4.0;3;1;1;2
96926;80000;59391.197291474295;8.0;3;5;3;5
96932;65000;75290.2325344594;6.0;2;3;3;4
96958;48958;76497.39583333333;4.0;2;1;3;2
96965;45000;76263.48544429203;4.0;2;2;3;3
96989;75000;55799.90965013456;8.0;3;3;2;4
97005;50000;37718.47170353346;8.0;3;3;2;4
97065;60000;37718.47170353346;10.0;2;3;3;5
97131;27263;37307.47922437674;4.0;3;5;3;4
97134;80000;56722.55273120606;8.0;3;2;3;4
97203;80000;81120.3329369798;6.0;3;3;3;4
97209;41615;59221.89349112427;4.0;3;4;3;4
97300;12000;37898.32341806382;2.0;3;1;1;1
97365;11290;17058.010405827263;4.0;1;1;1;1
97380;20000;40408.16326530612;2.0;2;3;3;2
97388;40000;37898.32341806382;6.0;3;3;3;4
97413;25483;34827.22222222222;4.0;3;3;2;3
97451;65000;42962.962962962956;10.0;3;4;3;5
97480;38000;40777.777777777774;6.0;2;3;3;4
97521;40000;56804.73372781064;4.0;2;1;2;2
97553;27000;34994.140625;4.0;2;3;3;3
97596;35238;46984.12698412698;4.0;3;5;3;4
97603;25000;34375.0;4.0;3;5;3;4
97656;50000;47600.0;6.0;3;3;3;4
97692;20000;35310.0;4.0;2;4;3;3
97724;50000;17684.472612041645;10.0;2;4;3;5
97733;37333;39822.222222222226;6.0;3;5;3;5
97747;40000;39506.17283950617;6.0;3;2;3;4
97749;70000;50473.958333333336;8.0;2;3;3;4
97756;50000;39822.222222222226;8.0;3;5;3;5
97764;30000;39506.17283950617;4.0;3;1;1;2
97781;45500;59150.0;4.0;2;4;3;3
97788;35000;42986.767485822296;4.0;2;2;3;3
97794;32957;42986.767485822296;4.0;2;4;3;3
97803;50000;34027.77777777778;10.0;3;3;3;5
97834;25659;37074.740484429065;4.0;2;2;2;2
97880;40000;42777.777777777774;6.0;3;1;1;3
97929;31975;39329.318999999996;4.0;2;4;3;3
97957;13052;19740.405977977156;4.0;1;1;1;1
98022;37762;50349.206349206346;4.0;2;3;2;3
98051;14518;21592.537893074863;4.0;1;1;1;1
98089;90000;62134.87883940907;8.0;3;2;2;4
98110;40000;67145.0;4.0;3;4;3;4
98113;17000;31242.455775234128;2.0;1;1;1;1
98125;150000;96093.75;10.0;2;4;3;5
98142;53333;62222.222222222226;6.0;3;3;3;4
98163;22194;31242.455775234128;4.0;1;1;1;1
98170;53333;62222.222222222226;6.0;2;1;3;3
98187;40000;62222.222222222226;4.0;3;3;1;3
98191;65000;97500.0;4.0;3;3;3;3
98204;20000;39289.94082840237;2.0;2;2;1;1
98212;20000;17000.0;8.0;1;1;1;3
98255;80000;39289.94082840237;10.0;3;4;1;5
98264;65000;39289.94082840237;10.0;2;3;2;5
98272;32500;44687.5;4.0;3;3;3;3
98299;46750;64281.25;4.0;2;4;3;3
98321;22000;44581.63265306123;2.0;3;5;3;3
98345;80000;87592.5925925926;6.0;3;4;2;4
98350;45000;44581.63265306123;6.0;2;2;3;3
98387;20840;31314.524741901027;4.0;2;3;3;3
98429;20840;31314.524741901027;4.0;2;1;3;2
98496;30000;31476.38448770183;6.0;2;3;2;3
98507;70000;37812.5;10.0;2;2;3;5
98535;40000;37812.5;6.0;2;3;2;3
98552;30000;34954.1015625;6.0;2;4;2;4
98553;30000;34954.1015625;6.0;2;2;3;3
98558;30000;16000.0;10.0;2;3;3;5
98569;15000;31476.38448770183;2.0;2;3;1;2
98581;50000;35936.507936507944;8.0;2;3;2;4
98592;26286;36299.31972789116;4.0;1;3;3;3
98619;23284;29306.371191135735;4.0;2;3;3;3
98661;35000;36040.0;6.0;2;3;3;4
98668;20000;15488.555628124856;8.0;2;2;3;4
98673;22759;33745.54102259215;4.0;3;2;3;3
98710;45000;34595.70623870762;8.0;2;1;1;3
98757;60000;50113.53550295858;8.0;3;5;1;5
98802;25000;44125.31149875401;4.0;3;4;1;3
98822;25000;55193.8775510204;2.0;1;1;1;1
98836;50000;64779.052734375;4.0;3;3;3;3
98851;40000;28104.166666666668;8.0;3;5;3;5
98878;13000;38479.69140625;2.0;3;5;3;3
98952;25000;40873.69759367631;4.0;2;3;3;3
98953;15000;40873.69759367631;2.0;2;1;2;1
98974;25000;31546.753543667128;4.0;3;3;3;3
98976;13172;19405.469678953625;4.0;1;1;1;1
98981;29000;32625.0;6.0;3;3;3;4
98989;23000;35906.80473372781;4.0;2;1;2;2
98997;40000;32625.0;8.0;2;4;3;5
99026;18333;24444.44444444444;4.0;2;2;3;3
99038;20000;19405.469678953625;6.0;1;1;1;2
99054;18000;51818.181818181816;2.0;3;1;2;2
99106;32759;45948.31665765279;4.0;2;2;3;3
99125;15000;31487.8892733564;2.0;3;4;3;3
99150;30000;17124.744462809922;10.0;1;1;1;3
99160;40000;35950.413223140495;6.0;3;5;3;5
99173;17000;31943.288241415194;2.0;2;3;3;2
99201;33104;40523.373220368594;4.0;3;3;2;3
99203;40808;57373.28283113799;4.0;2;3;2;3
99240;150000;56475.60465508518;10.0;3;3;3;5
99242;13625;20952.085625000003;4.0;1;1;1;1
99247;85000;40523.373220368594;10.0;3;3;3;5
99250;30959;41684.97587414899;4.0;3;1;3;3
99276;60000;58343.21189413265;6.0;2;3;3;4
99310;105000;54727.02763118946;10.0;3;5;3;5
99344;30167;37164.3897996357;4.0;3;5;3;4
99365;25000;39588.62296219216;4.0;2;3;3;3
99420;53183;70909.59595959596;4.0;2;3;3;3
99424;35532;47627.88592123133;4.0;3;3;3;3
99445;30000;44531.89300411522;4.0;2;3;2;3
99447;80000;63186.25776927806;8.0;3;1;2;4
99467;30000;44491.98452687958;4.0;2;3;2;3
99469;14912;22830.788897005114;4.0;1;1;1;1
99547;25000;37328.72885309749;4.0;2;2;1;2
99551;25000;17158.952477284125;10.0;2;3;2;5
99591;100000;90000.0;6.0;3;4;3;4
99600;35000;20387.72244897959;10.0;1;1;1;3
99601;47333;64162.96296296298;4.0;3;3;3;3
99602;60000;86913.58024691358;4.0;3;3;2;3
99625;80000;63338.20306793281;8.0;2;3;3;4
99643;80000;51446.28099173554;10.0;3;2;3;5
99663;40000;73200.0;2.0;2;3;1;2
99688;38871;52232.828595041334;4.0;2;3;1;2
99696;70000;56878.29762654904;8.0;2;4;3;5
99712;25000;40042.152767319414;4.0;2;4;2;3
99773;21468;29911.70798898072;4.0;2;2;3;3
99833;40000;37066.115702479336;6.0;2;3;3;4
99918;40000;16405.274202271496;10.0;3;1;1;4
99923;34958;43212.38425925926;4.0;3;3;2;3
99982;40583;54956.597222222226;4.0;3;5;1;3
100030;40583;54956.597222222226;4.0;2;3;3;3
100052;80000;71111.11111111111;6.0;2;1;1;2
100099;11176;17357.721377786118;4.0;1;1;1;1
100106;11176;17357.721377786118;4.0;1;1;1;1
100198;15000;20608.375401662048;4.0;1;1;1;1
100280;22447;29536.011080332406;4.0;2;3;3;3
100290;32500;52812.5;4.0;2;3;3;3
100304;20000;15794.25207756233;8.0;2;1;1;3
100370;10008;15794.25207756233;4.0;1;1;1;1
100610;20000;19439.779774927363;6.0;1;1;1;2
100650;26017;35036.60373333333;4.0;2;2;1;2
100687;11667;20416.66666666666;4.0;3;3;3;3
100764;17000;43718.4;2.0;1;1;1;1
100833;21370;29267.013232514182;4.0;3;5;3;4
100844;22468;30594.839293798104;4.0;3;3;3;3
100951;29231;36539.0625;4.0;2;3;3;3
101029;26972;36295.12269471117;4.0;3;3;3;3
101166;27351;41865.59532505477;4.0;2;3;3;3
101339;18455;25165.289256198346;4.0;2;3;3;3
101580;25540;32180.4;4.0;3;3;2;3
102062;43241;58455.07544581618;4.0;3;4;2;3
102089;15762;24721.088435374146;4.0;2;4;2;3
102384;12000;29400.0;2.0;1;1;1;1
102557;39302;54241.89685898864;4.0;3;2;2;3
102925;16667;16666.666666666668;6.0;2;4;3;3
102939;19286;30306.122448979593;4.0;2;4;2;3
102946;19000;27708.333333333332;4.0;3;5;3;4
102985;37531;43395.5078125;6.0;2;4;3;4
103157;31993;42576.54700661428;4.0;2;4;3;3
103184;53690;66473.92290249433;4.0;3;3;3;3
103193;13000;45278.10650887573;2.0;2;3;2;2
103293;60000;29596.40831758034;10.0;2;3;3;5
103299;48125;78203.125;4.0;3;4;3;4
103334;35000;49985.3305785124;4.0;2;3;3;3
103352;70000;104132.23140495867;4.0;3;5;3;4
103353;48125;78203.125;4.0;3;3;3;3
103378;44000;44000.0;6.0;3;1;1;3
103395;27870;39986.76748582231;4.0;3;5;3;4
103455;39642;48297.36554162107;4.0;3;4;3;4
103491;60000;58289.029954374135;6.0;3;3;3;4
103509;31161;40459.64457138995;4.0;3;5;2;4
103540;55000;56807.66044313015;6.0;2;3;3;4
103555;30000;50747.52422145329;4.0;3;5;1;3
103564;90000;59529.82966501137;10.0;2;3;3;5
103567;55000;36816.0;10.0;3;3;1;5
103591;55672;80588.7831946096;4.0;3;4;3;4
103602;18777;28425.398860072793;4.0;1;1;1;1
103636;80000;49169.28332556673;10.0;2;4;3;5
103685;25258;33405.827263267434;4.0;3;5;2;4
103695;31667;38703.70370370371;4.0;3;3;1;3
103730;45000;36280.692266089776;8.0;2;3;3;4
103744;30745;38594.38660027162;4.0;3;3;2;3
103746;60000;35255.189035916825;10.0;2;3;2;5
103757;35000;49567.677682209134;4.0;3;5;1;3
103787;53547;76263.48544429203;4.0;2;2;3;3
103790;58405;75290.2325344594;4.0;2;3;2;3
103796;100000;66883.42785129177;10.0;3;3;3;5
103805;50000;60621.32560502842;4.0;2;3;2;3
103807;37418;54654.26880811495;4.0;1;1;1;1
103829;37418;54654.26880811495;4.0;3;3;3;3
103830;43179;66429.98027613411;4.0;2;3;3;3
103860;57497;81764.86338336988;4.0;3;3;2;3
103862;180000;94328.60848725063;10.0;3;3;3;5
103867;57497;81764.86338336988;4.0;3;4;3;4
103872;70249;111811.22113001521;4.0;3;5;3;4
103873;60000;48104.57516339869;8.0;2;3;3;4
103928;30719;40066.91084710743;4.0;3;3;1;3
104005;28000;18673.268484144304;10.0;1;1;1;3
104043;35000;40873.69759367631;6.0;3;3;3;4
104085;24692;37949.70414201183;4.0;2;2;3;3
104119;130000;41684.97587414899;10.0;3;3;3;5
104128;41232;64901.72496570645;4.0;2;3;3;3
104201;40000;58343.21189413265;4.0;3;5;3;4
104206;40978;58343.21189413265;4.0;2;4;1;3
104256;30000;39008.03093396788;4.0;3;3;3;3
104258;40000;37164.3897996357;6.0;2;3;2;3
104262;44485;67176.6250590851;4.0;2;3;3;3
104282;11053;17158.952477284125;4.0;1;1;1;1
104302;40000;37328.72885309749;6.0;2;3;3;4
104317;11053;17158.952477284125;4.0;2;2;2;2
104326;90000;37328.72885309749;10.0;3;2;3;5
104356;40000;43823.265306122456;6.0;3;4;1;4
104407;60000;52232.828595041334;6.0;3;2;1;3
104419;34298;46679.188712522046;4.0;3;3;3;3
104480;37835;53332.35;4.0;3;3;2;3
104494;33904;43639.66451767394;4.0;2;3;3;3
104498;15000;35280.355435370475;2.0;2;3;1;2
104505;30000;39554.328922495275;4.0;2;3;3;3
104572;80000;48523.83604366228;10.0;3;2;3;5
104585;44794;66959.82569879902;4.0;3;5;3;4
104619;31559;40376.73010380623;4.0;2;3;1;2
104634;25000;38656.97830338629;4.0;2;1;2;2
104650;31995;42689.332762789956;4.0;3;3;3;3
104651;33221;45731.83154799412;4.0;3;3;3;3
104692;23000;41124.955500177995;4.0;3;4;2;3
104710;70000;38856.98347107438;10.0;2;3;3;5
104722;30000;42523.48099173554;4.0;2;1;2;2
104726;35000;36811.97285899654;6.0;2;3;3;4
104727;45000;44126.92408186965;6.0;2;3;2;3
104742;30000;36811.97285899654;4.0;3;1;1;2
104761;33896;42523.48099173554;4.0;3;5;3;4
104786;50000;41379.173553719;8.0;3;4;2;5
104829;26456;36960.42387543252;4.0;3;4;3;4
104886;30000;41271.245230662505;4.0;2;4;3;3
104943;50000;35406.25;8.0;2;2;3;4
104944;25000;19255.322204047996;8.0;1;1;1;3
104973;35000;57762.747138397506;4.0;3;5;3;4
105010;57299;86075.12436554633;4.0;3;4;3;4
105022;45299;59529.82966501137;4.0;3;3;3;3
105062;60000;59529.82966501137;6.0;3;5;1;4
105095;100000;62009.154993018325;10.0;3;5;2;5
105118;70000;57294.47244094488;8.0;2;2;2;4
105126;100000;65341.52684256055;10.0;3;2;3;5
105136;45000;52330.83681581464;6.0;2;4;3;4
105139;18777;28425.398860072793;4.0;1;1;1;1
105141;37276;47830.08866017732;4.0;3;1;1;2
105180;80000;48104.57516339869;10.0;3;5;3;5
105192;50000;55799.90965013456;6.0;2;3;1;3
105196;250000;75290.2325344594;10.0;3;3;3;5
105205;150000;111811.22113001521;8.0;2;3;3;4
105210;35000;50927.41935483871;4.0;3;1;2;2
105229;58405;75290.2325344594;4.0;3;5;3;4
105243;110000;55799.90965013456;10.0;2;3;1;4
105258;70249;111811.22113001521;4.0;3;3;1;3
105262;90000;76617.71700356717;8.0;3;3;3;5
105265;60000;62440.38729346231;6.0;2;4;1;3
